,director_name,duration,director_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,facenumber_in_poster,plot_keywords,language,content_rating,budget,title_year,imdb_score,movie_facebook_likes,genre
136,Joe Johnston,119.0,394.0,12000.0,61937495.0,Anthony Hopkins,The Wolfman,0.0,asylum|death|full moon|transformation|werewolf,English,R,150000000.0,2010.0,5.8,0,Drama
137,Steve Hickner,91.0,58.0,2000.0,126597121.0,Matthew Broderick,Bee Movie,0.0,bee|dream sequence|egg|scatological humor|squashed bug,English,PG,150000000.0,2007.0,6.2,0,Adventure
138,Jennifer Yuh Nelson,90.0,90.0,11000.0,165230261.0,Angelina Jolie Pitt,Kung Fu Panda 2,0.0,china|kung fu|panda|peacock|tigress,English,PG,150000000.0,2011.0,7.3,20000,Action
139,M. Night Shyamalan,103.0,0.0,1000.0,131564731.0,Seychelle Gabriel,The Last Airbender,0.0,avatar|fire|kingdom|tribe|water,English,PG,150000000.0,2010.0,4.2,18000,Action
140,J.J. Abrams,124.0,14000.0,22000.0,133382309.0,Philip Seymour Hoffman,Mission: Impossible III,0.0,arms dealer|fictional government agency|mission|rescue|vatican,English,PG-13,150000000.0,2006.0,6.9,0,Action
141,Roland Emmerich,131.0,776.0,17000.0,73103784.0,Channing Tatum,White House Down,2.0,black u.s. president|president|secret service|tour|white house,English,PG-13,150000000.0,2013.0,6.4,33000,Action
142,Simon Wells,88.0,25.0,921.0,21379315.0,Elisabeth Harnois,Mars Needs Moms,0.0,boy|martian|rescue|robot|sexism,English,PG,150000000.0,2011.0,5.4,0,Action
143,David Bowers,85.0,42.0,20000.0,64459316.0,Hugh Jackman,Flushed Away,0.0,boat|frog|rat|sewer|toad,English,PG,149000000.0,2006.0,6.7,0,Adventure
144,Joe Wright,111.0,456.0,20000.0,34964818.0,Hugh Jackman,Pan,4.0,1940s|child hero|fantasy world|orphan|reference to peter pan,English,PG,150000000.0,2015.0,5.8,24000,Adventure
145,Rob Minkoff,92.0,50.0,3000.0,111505642.0,Ty Burrell,Mr. Peabody & Sherman,2.0,dog|father son relationship|inventor|talking dog|time travel,English,PG,145000000.0,2014.0,6.9,11000,Adventure
146,Wolfgang Petersen,196.0,249.0,11000.0,133228348.0,Brad Pitt,Troy,2.0,greek|mythology|prince|trojan|troy,English,R,175000000.0,2004.0,7.2,0,Adventure
147,Eric Darnell,93.0,35.0,851.0,216366733.0,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted,0.0,animal|circus|island name in title|lemur|penguin,English,PG,145000000.0,2012.0,6.9,17000,Adventure
148,Lee Tamahori,133.0,93.0,769.0,160201106.0,Toby Stephens,Die Another Day,0.0,catfight|clinic|colonel|diamond|patricide,English,PG-13,142000000.0,2002.0,6.1,0,Action
149,Paul Feig,116.0,176.0,783.0,118099659.0,Ed Begley Jr.,Ghostbusters,4.0,ghost|ghostbuster|ghostbusters|male objectification|reboot,English,PG-13,144000000.0,2016.0,5.5,62000,Action
150,Michael Bay,153.0,0.0,13000.0,201573391.0,Bruce Willis,Armageddon,0.0,asteroid|astronaut|bomb|meteorite|outer space,English,PG-13,140000000.0,1998.0,6.6,11000,Action
151,Barry Sonnenfeld,88.0,188.0,10000.0,190418803.0,Will Smith,Men in Black II,2.0,alien|lingerie|lingerie model|m.i.b.|pug,English,PG-13,140000000.0,2002.0,6.1,2000,Action
152,Robert Zemeckis,115.0,0.0,18000.0,82161969.0,Robin Wright,Beowulf,1.0,creature|demon|king|reward|warrior,English,PG-13,150000000.0,2007.0,6.3,3000,Action
153,Alessandro Carloni,95.0,5.0,24000.0,143523463.0,J.K. Simmons,Kung Fu Panda 3,0.0,china|kung fu|panda|pig|village,English,PG,145000000.0,2016.0,7.2,24000,Action
154,Brad Bird,133.0,663.0,10000.0,209364921.0,Tom Cruise,Mission: Impossible - Ghost Protocol,3.0,dubai|kremlin|race against time|russian|terrorist,English,PG-13,145000000.0,2011.0,7.4,35000,Action
155,Peter Ramsey,97.0,52.0,20000.0,103400692.0,Hugh Jackman,Rise of the Guardians,0.0,belief|box office hit|children|new york city|tooth,English,PG,145000000.0,2012.0,7.3,25000,Adventure
156,Dean Parisot,90.0,23.0,957.0,110332737.0,John Michael Higgins,Fun with Dick and Jane,1.0,animal abuse|ceo|heist|suburb|unemployment,English,PG-13,100000000.0,2005.0,6.1,2000,Comedy
157,Edward Zwick,154.0,380.0,10000.0,111110575.0,Tom Cruise,The Last Samurai,1.0,captain|emperor|honor|japan|samurai,English,R,140000000.0,2003.0,7.7,0,Action
158,Ridley Scott,150.0,0.0,23000.0,65007045.0,Christian Bale,Exodus: Gods and Kings,0.0,egypt|exodus|moses|pharaoh|plague,English,PG-13,140000000.0,2014.0,6.1,51000,Action
159,J.J. Abrams,127.0,14000.0,26000.0,257704099.0,Chris Hemsworth,Star Trek,0.0,box office hit|future|lifted by the throat|star trek|vulcan,English,PG-13,150000000.0,2009.0,8.0,19000,Action
160,Sam Raimi,121.0,0.0,24000.0,403706375.0,J.K. Simmons,Spider-Man,0.0,evil|goblin|spider|spider man|superhero,English,PG-13,139000000.0,2002.0,7.3,5000,Action
161,Dean DeBlois,102.0,255.0,18000.0,176997107.0,Gerard Butler,How to Train Your Dragon 2,5.0,dragon|father son relationship|husband wife relationship|mother son relationship|viking,English,PG,145000000.0,2014.0,7.9,46000,Action
162,Alex Proyas,126.0,295.0,18000.0,31141074.0,Gerard Butler,Gods of Egypt,4.0,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,English,PG-13,140000000.0,2016.0,5.5,24000,Action
163,Rob Cohen,121.0,357.0,820.0,31704416.0,Sam Shepard,Stealth,0.0,artificial intelligence|box office flop|fighter jet|navy|pilot,English,PG-13,135000000.0,2005.0,5.0,0,Action
164,Zack Snyder,215.0,0.0,986.0,107503316.0,Matt Frewer,Watchmen,1.0,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,English,R,130000000.0,2009.0,7.7,18000,Action
165,Richard Donner,127.0,503.0,5000.0,129734803.0,Jet Li,Lethal Weapon 4,2.0,kung fu|lapd|martial arts|private investigator|triad,English,R,140000000.0,1998.0,6.6,0,Action
166,Ang Lee,138.0,0.0,820.0,132122995.0,Kevin Rankin,Hulk,0.0,1980s|c 130 hercules|monster|panzer|san francisco california,English,PG-13,137000000.0,2003.0,5.7,0,Action
167,Jon M. Chu,122.0,209.0,17000.0,122512052.0,Channing Tatum,G.I. Joe: Retaliation,6.0,general|gi joe|martial arts|ninja|president,English,PG-13,130000000.0,2013.0,5.8,42000,Action
168,Breck Eisner,124.0,42.0,11000.0,68642452.0,Matthew McConaughey,Sahara,3.0,beach|civil war|desert|dictator|ship,English,PG-13,130000000.0,2005.0,6.0,0,Action
169,Hironobu Sakaguchi,106.0,6.0,12000.0,32131830.0,Steve Buscemi,Final Fantasy: The Spirits Within,1.0,general|military|scientist|soldier|year 2065,English,PG-13,137000000.0,2001.0,6.4,0,Action
170,Joe Johnston,124.0,394.0,11000.0,176636816.0,Chris Evans,Captain America: The First Avenger,0.0,arctic|captain america|scientist|tesseract|war bond,English,PG-13,140000000.0,2011.0,6.9,46000,Action
171,Michael Apted,128.0,150.0,766.0,126930660.0,Colin Salmon,The World Is Not Enough,2.0,british|oil|scientist|terrorist|tycoon,English,PG-13,135000000.0,1999.0,6.4,2000,Action
172,Peter Weir,138.0,608.0,613.0,93926386.0,James D'Arcy,Master and Commander: The Far Side of the World,1.0,1800s|napoleonic wars|pursuit|royal navy|ship,English,PG-13,150000000.0,2003.0,7.4,0,Action
173,Bill Condon,115.0,386.0,21000.0,292298923.0,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,3.0,battle|friend|super strength|vampire|vision,English,PG-13,120000000.0,2012.0,5.5,65000,Adventure
174,George Miller,100.0,750.0,49000.0,63992328.0,Robin Williams,Happy Feet 2,0.0,3d|antarctica|krill|penguin|sequel,English,PG,135000000.0,2011.0,5.9,0,Animation
175,Louis Leterrier,135.0,255.0,3000.0,134518390.0,Ty Burrell,The Incredible Hulk,0.0,antidote|cure|hulk|marvel cinematic universe|opening action scene,English,PG-13,150000000.0,2008.0,6.8,0,Action
176,,60.0,,982.0,,Don Johnson,Miami Vice,2.0,cult tv|detective|drugs|police|undercover,English,TV-14,1500000.0,,7.5,0,Action
177,Steven Spielberg,117.0,14000.0,535.0,52792307.0,Mark Rylance,The BFG,0.0,cannibal|evil brother|giant|london england|queen,English,PG,140000000.0,2016.0,6.8,27000,Adventure
178,Alejandro G. Iñárritu,156.0,0.0,29000.0,183635922.0,Leonardo DiCaprio,The Revenant,0.0,bear attack|cauterizing a wound|native american|revenge|survival,English,R,135000000.0,2015.0,8.1,190000,Adventure
179,David Soren,96.0,13.0,16000.0,83024900.0,Ryan Reynolds,Turbo,0.0,accident|freak accident|race|snail|underdog,English,PG,135000000.0,2013.0,6.5,13000,Adventure
180,Gore Verbinski,107.0,563.0,40000.0,123207194.0,Johnny Depp,Rango,0.0,chameleon|lizard|sheriff|water|western town,English,PG,135000000.0,2011.0,7.2,26000,Adventure
181,Eric Darnell,92.0,35.0,19000.0,83348920.0,Benedict Cumberbatch,Penguins of Madagascar,0.0,little girl|park|spy|statue of liberty|television van,English,PG,132000000.0,2014.0,6.7,11000,Adventure
182,Paul Greengrass,115.0,521.0,13000.0,227137090.0,Matt Damon,The Bourne Ultimatum,0.0,action hero|cia|dark past|flashback|memory,English,PG-13,110000000.0,2007.0,8.1,0,Action
183,Mark Osborne,92.0,54.0,11000.0,215395021.0,Angelina Jolie Pitt,Kung Fu Panda,0.0,kung fu|kung fu master|master|panda|snow leopard,English,PG,130000000.0,2008.0,7.6,6000,Action
184,Peyton Reed,117.0,235.0,2000.0,180191634.0,Judy Greer,Ant-Man,6.0,ant|chinatown san francisco|heist|sabotage|vault,English,PG-13,130000000.0,2015.0,7.4,61000,Action
185,Francis Lawrence,146.0,508.0,34000.0,424645577.0,Jennifer Lawrence,The Hunger Games: Catching Fire,1.0,president|snow|television|tour|uprising,English,PG-13,130000000.0,2013.0,7.6,82000,Adventure
186,Tim Johnson,94.0,12.0,17000.0,177343675.0,Jim Parsons,Home,0.0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,English,PG,135000000.0,2015.0,6.7,26000,Adventure
187,Steven Spielberg,116.0,14000.0,10000.0,234277056.0,Tom Cruise,War of the Worlds,0.0,alien|fight|storm|survival|tripod,English,PG-13,132000000.0,2005.0,6.5,0,Adventure
188,Michael Bay,147.0,0.0,10000.0,138396624.0,Will Smith,Bad Boys II,1.0,cuba|dea|drugs|money|undercover,English,R,130000000.0,2003.0,6.6,0,Action
189,Chris Miller,90.0,50.0,4000.0,149234747.0,Salma Hayek,Puss in Boots,0.0,betrayal|egg|friend|goose|hero,English,PG,130000000.0,2011.0,6.7,16000,Action
190,Phillip Noyce,101.0,176.0,11000.0,118311368.0,Angelina Jolie Pitt,Salt,1.0,cia|on the run|russian|russian spy|strong female lead,English,PG-13,110000000.0,2010.0,6.4,23000,Action
191,Darren Aronofsky,138.0,0.0,12000.0,101160529.0,Anthony Hopkins,Noah,2.0,ark|flood|noah's ark|water|wrath of god,English,PG-13,125000000.0,2014.0,5.8,71000,Action
192,Steven Spielberg,107.0,14000.0,2000.0,77564037.0,Toby Jones,The Adventures of Tintin,1.0,captain|morocco|ship|tintin|treasure,English,PG,135000000.0,2011.0,7.4,44000,Action
193,Alfonso Cuarón,142.0,0.0,11000.0,249358727.0,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban,3.0,magic|muggle|serial killer|traitor|wizard,English,PG,130000000.0,2004.0,7.8,11000,Adventure
194,Baz Luhrmann,165.0,1000.0,309.0,49551662.0,Essie Davis,Australia,0.0,australia|cattle|darwin|drover|japanese,English,PG-13,130000000.0,2008.0,6.6,0,Adventure
195,M. Night Shyamalan,100.0,0.0,10000.0,60522097.0,Will Smith,After Earth,0.0,box office flop|father son team|fear|race against time|real life father and son playing father and son,English,PG-13,130000000.0,2013.0,4.9,37000,Action
196,Eric Leighton,82.0,0.0,1000.0,137748063.0,Alfre Woodard,Dinosaur,1.0,egg|iguanodon|lemur|meteor|nesting grounds,English,PG,127500000.0,2000.0,6.5,0,Adventure
197,Matt Birch,,0.0,10000.0,,Rupert Grint,Harry Potter and the Deathly Hallows: Part II,1.0,,English,,,2011.0,7.5,40,Action
198,Shawn Levy,98.0,189.0,49000.0,113733726.0,Robin Williams,Night at the Museum: Secret of the Tomb,7.0,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,English,PG,127000000.0,2014.0,6.2,11000,Adventure
199,Tom McGrath,95.0,96.0,24000.0,148337537.0,J.K. Simmons,Megamind,3.0,battle|city|planet|prison|superhero,English,PG,130000000.0,2010.0,7.3,13000,Action
200,Chris Columbus,159.0,0.0,11000.0,317557891.0,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone,4.0,based on novel|birthday|evil wizard|quidditch|wizard,English,PG,125000000.0,2001.0,7.5,16000,Adventure
201,Robert Schwentke,96.0,124.0,16000.0,33592415.0,Ryan Reynolds,R.I.P.D.,2.0,drug dealer|gold|partner|police|undead,English,PG-13,130000000.0,2013.0,5.6,20000,Action
202,Gore Verbinski,143.0,563.0,40000.0,305388685.0,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,3.0,caribbean|curse|governor|pirate|undead,English,PG-13,140000000.0,2003.0,8.1,10000,Action
203,Matt Birch,,0.0,10000.0,,Rupert Grint,Harry Potter and the Deathly Hallows: Part I,1.0,,English,,,2010.0,6.4,25,Fantasy
204,Francis Lawrence,123.0,508.0,34000.0,337103873.0,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,1.0,based on young adult novel|manipulation|rebellion|symbol|uprising,English,PG-13,125000000.0,2014.0,6.7,52000,Adventure
205,Ron Howard,174.0,2000.0,15000.0,217536138.0,Tom Hanks,The Da Vinci Code,2.0,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,English,PG-13,125000000.0,2006.0,6.6,0,Mystery
206,Carlos Saldanha,101.0,107.0,688.0,131536019.0,Miguel Ferrer,Rio 2,0.0,amazon|bird|father in law|jungle|no opening credits,English,G,103000000.0,2014.0,6.4,0,Adventure
207,Bryan Singer,134.0,0.0,20000.0,214948780.0,Hugh Jackman,X-Men 2,4.0,mutant|prison|professor|school|x men,English,PG-13,110000000.0,2003.0,7.5,0,Action
208,Justin Lin,132.0,681.0,23000.0,209805005.0,Paul Walker,Fast Five,3.0,drug lord|drugs|federal agent|heist|police,English,PG-13,125000000.0,2011.0,7.3,54000,Action
209,Guy Ritchie,129.0,0.0,21000.0,186830669.0,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows,2.0,factory|gypsy|investigation|sherlock holmes|train,English,PG-13,125000000.0,2011.0,7.5,39000,Action
210,Louis Leterrier,106.0,255.0,14000.0,163192114.0,Liam Neeson,Clash of the Titans,0.0,famous line|hand to hand combat|kraken|rape|zeus,English,PG-13,125000000.0,2010.0,5.8,15000,Action
211,Paul Verhoeven,113.0,719.0,605.0,119412921.0,Ronny Cox,Total Recall,0.0,ambiguous ending|false memory|implanted memory|memory|space colony,English,R,65000000.0,1990.0,7.5,0,Action
212,John McTiernan,102.0,323.0,845.0,32694788.0,Tony Curran,The 13th Warrior,1.0,arab|battle|combat|viking|warrior,English,R,85000000.0,1999.0,6.6,0,Action
213,Tony Gilroy,135.0,209.0,10000.0,113165635.0,Jeremy Renner,The Bourne Legacy,0.0,assassin|cia|drone|pill|wolf,English,PG-13,125000000.0,2012.0,6.7,31000,Action
214,Joel Schumacher,125.0,541.0,920.0,107285004.0,Michael Gough,Batman & Robin,3.0,butler|critically bashed|cure|freeze|gotham,English,PG-13,125000000.0,1997.0,3.7,0,Action
215,Ron Howard,110.0,2000.0,1000.0,260031035.0,Clint Howard,How the Grinch Stole Christmas,0.0,box office hit|christmas|materialism|public humiliation|snowflake,English,PG,123000000.0,2000.0,6.0,0,Comedy
216,Roland Emmerich,124.0,776.0,15000.0,186739919.0,Jake Gyllenhaal,The Day After Tomorrow,0.0,climate|end of the world|global warming|natural disaster|weather,English,PG-13,125000000.0,2004.0,6.4,19000,Action
217,John Woo,123.0,610.0,10000.0,215397307.0,Tom Cruise,Mission: Impossible II,0.0,cure|mission|terrorist|thief|virus,English,PG-13,125000000.0,2000.0,6.1,0,Action
218,Wolfgang Petersen,130.0,249.0,784.0,182618434.0,Karen Allen,The Perfect Storm,0.0,death|fish|fishing|sea|storm,English,PG-13,140000000.0,2000.0,6.4,0,Action
219,Tim Story,92.0,167.0,11000.0,131920333.0,Chris Evans,Fantastic 4: Rise of the Silver Surfer,3.0,fantastic four|space|strong female character|strong female lead|superheroine,English,PG,130000000.0,2007.0,5.6,0,Action
220,Ang Lee,127.0,0.0,774.0,124976634.0,Suraj Sharma,Life of Pi,0.0,animal|faith|india|journey|tiger,English,PG,120000000.0,2012.0,8.0,122000,Adventure
221,Mark Steven Johnson,123.0,160.0,12000.0,115802596.0,Nicolas Cage,Ghost Rider,1.0,blackheart|devil|father|ghost|mephistopheles,English,PG-13,110000000.0,2007.0,5.2,0,Action
222,Paul Greengrass,123.0,521.0,13000.0,108521835.0,Matt Damon,Jason Bourne,0.0,black ops|chase|cia|cia agent|repeated scene,English,PG-13,120000000.0,2016.0,7.1,31000,Action
223,McG,107.0,368.0,2000.0,100685880.0,Demi Moore,Charlie's Angels: Full Throttle,0.0,fbi|murder|ring|witness protection|witness protection program,English,PG-13,120000000.0,2003.0,4.8,0,Action
224,Ridley Scott,124.0,0.0,13000.0,126464904.0,Michael Fassbender,Prometheus,0.0,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,English,R,130000000.0,2012.0,7.0,97000,Adventure
225,Rob Minkoff,77.0,50.0,886.0,64736114.0,Nathan Lane,Stuart Little 2,0.0,anthropomorphic mouse|falcon|marshmallow|second part|soccer,English,PG,120000000.0,2002.0,5.4,459,Adventure
226,Neill Blomkamp,109.0,662.0,13000.0,93050117.0,Matt Damon,Elysium,0.0,christ figure|class differences|messiah|saviour|social commentary,English,R,115000000.0,2013.0,6.6,61000,Action
227,David Twohy,134.0,123.0,14000.0,57637485.0,Vin Diesel,The Chronicles of Riddick,0.0,bounty hunter|escape|necromonger|planet|warrior,English,PG-13,105000000.0,2004.0,6.7,0,Action
228,José Padilha,117.0,294.0,10000.0,58607007.0,Gary Oldman,RoboCop,0.0,law enforcement|police|robocop|robot|technology,English,PG-13,100000000.0,2014.0,6.2,60000,Action
229,Lana Wachowski,135.0,0.0,690.0,43929341.0,Scott Porter,Speed Racer,0.0,based on anime|based on cartoon|gadget car|racer|speed,English,PG,120000000.0,2008.0,6.1,0,Action
230,James L. Brooks,121.0,274.0,273.0,30212620.0,Shelley Conn,How Do You Know,4.0,embarrassment|falling in love|love|love triangle|revelation,English,PG-13,120000000.0,2010.0,5.3,0,Comedy
231,James Mangold,117.0,446.0,10000.0,76418654.0,Tom Cruise,Knight and Day,0.0,chase|fbi|garage|spy|surveillance,English,PG-13,117000000.0,2010.0,6.3,11000,Action
232,Joseph Kosinski,124.0,364.0,11000.0,89021735.0,Morgan Freeman,Oblivion,0.0,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,English,PG-13,120000000.0,2013.0,7.0,71000,Action
233,George Lucas,140.0,0.0,20000.0,380262555.0,Natalie Portman,Star Wars: Episode III - Revenge of the Sith,4.0,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,English,PG-13,113000000.0,2005.0,7.6,10000,Action
234,George Lucas,142.0,0.0,20000.0,310675583.0,Natalie Portman,Star Wars: Episode II - Attack of the Clones,3.0,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,English,PG,115000000.0,2002.0,6.7,0,Action
235,Pete Docter,92.0,0.0,12000.0,289907418.0,Steve Buscemi,"Monsters, Inc.",0.0,friend|little girl|monster|rival|scream,English,G,115000000.0,2001.0,8.1,0,Adventure
236,James Mangold,138.0,446.0,20000.0,132550960.0,Hugh Jackman,The Wolverine,1.0,healing power|marvel comics|mecha|regeneration|self healing,English,PG-13,120000000.0,2013.0,6.7,68000,Action
237,George Lucas,136.0,0.0,20000.0,474544677.0,Natalie Portman,Star Wars: Episode I - The Phantom Menace,1.0,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,English,PG,115000000.0,1999.0,6.5,13000,Action
238,Kirk De Micco,98.0,16.0,16000.0,187165546.0,Ryan Reynolds,The Croods,3.0,cave|caveman|journey|strict father|survival,English,PG,135000000.0,2013.0,7.3,28000,Adventure
239,Frédéric Forestier,116.0,0.0,936.0,,Alain Delon,Asterix at the Olympic Games,1.0,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,French,,78000000.0,2008.0,5.1,291,Adventure
240,John Woo,153.0,610.0,12000.0,40911830.0,Nicolas Cage,Windtalkers,0.0,code|duty|steel helmet|u.s. marine|u.s. soldier,English,R,115000000.0,2002.0,6.0,0,Action
241,Cedric Nicolas-Troyan,120.0,19.0,26000.0,47952020.0,Chris Hemsworth,The Huntsman: Winter's War,2.0,based on fairy tale|dark fantasy|fairy tale|second part|sequel,English,PG-13,115000000.0,2016.0,6.1,16000,Action
242,Jonathan Liebesman,101.0,473.0,833.0,190871240.0,Noel Fisher,Teenage Mutant Ninja Turtles,0.0,18 wheeler|mutant|ninja|sewer|turtle,English,PG-13,125000000.0,2014.0,5.9,62000,Action
